age,extraversion,independ,selfcontrol,anxiety,novator,stag,industry,profession,traffic,coach,way,gender,head_gender,greywage
26.56033405708831,6.168726216591525,4.431554655892365,6.939695174237384,7.555904435902495,4.160736247751338,7.7918381580926,Retail,manage,rabrecNErab,no,bus,m,m,white
32.370359384043276,3.4325589717398293,6.978125583588768,1.0670508580341034,7.529398450961253,8.13494901595761,49.59583783795786,Retail,Commercial,rabrecNErab,no,bus,f,m,white
24.910088988850767,6.827413122035621,5.11036040449469,10.0,6.368497558782807,1.893668507643571,135.29374364570128,etc,HR,youjs,no,car,m,m,grey
27.079895580795856,6.151438691263247,3.5176450035987794,6.853557077831159,4.799216494508582,5.87341771711075,18.20046796522595,Banks,HR,empjs,no,car,m,f,white
29.06401457226061,7.739272653436819,4.5073964520723955,6.290034250706471,5.530647607391495,6.697736020494816,106.89793985250502,IT,HR,empjs,no,bus,m,f,white
33.74728964696641,3.127991755934853,6.822362156352896,6.761178779668767,4.788905319804615,6.439445153203729,124.26258825439568,manufacture,HR,rabrecNErab,no,car,m,f,white
43.16048749067303,3.1962914642858182,7.335032213739646,4.431413806494827,4.910296670112571,7.564394115326448,22.721045315128865,manufacture,HR,empjs,no,bus,f,f,white
19.388561772026954,3.624512665242036,5.656339354008925,6.048712616493023,4.204323724501582,8.47200405536989,20.543443202770145,etc,HR,rabrecNErab,no,car,m,f,white
36.17981063210202,6.12371182809433,5.568374905794913,7.1227674552147535,5.189078659210373,6.318525230048737,15.32757587834361, HoReCa,HR,recNErab,my head,bus,m,f,white
33.133893048940216,8.149691811458755,5.5990078999545325,3.9693915311212296,4.510255201395118,2.883833047719091,21.147085888180328,IT,HR,referal,no,bus,m,f,white
36.41620143517959,3.690918657849746,7.701115266921271,7.815606991983433,6.192687732196442,7.717674966187969,4.873741721029527,State,Teaching,advert,no,bus,m,f,white
15.992067093452416,4.346183931807979,6.550190530332575,5.475468546852154,3.088878409628003,3.7479177465493705,60.06782898644727,Building,HR,youjs,no,foot,f,m,white
31.197812566942265,8.652783153117523,4.361264530742085,5.990163772877987,4.752848059781899,3.9649364744564677,48.350276784675344,Consult,HR,rabrecNErab,my head,bus,m,f,white
44.88840418897842,7.738918316225485,8.21528586948473,5.9516018086789835,5.092978004561712,5.628423325933017,3.931015867949365,IT,Teaching,advert,no,car,m,f,white
31.22355072830328,9.693813788828637,6.07297598692662,5.823868873801177,5.041200967005168,9.374578989134548,38.942397443026024,Banks,HR,rabrecNErab,yes,bus,m,f,white
26.501576785459477,5.800116959739623,3.819510940840895,3.3741396930999152,6.465266849868694,4.524459123347931,62.18992631066562,Retail,etc,empjs,no,bus,m,m,white
22.806268841440772,5.136054982880915,4.071750012948931,3.2512294513841944,9.704459356121944,4.884098908405475,44.88202117097338,Pharma,Marketing,rabrecNErab,no,car,m,m,white
44.54013115777178,6.26930904197148,5.242998929157414,7.9563072445193885,6.773086445887561,4.057363670417339,88.56104491667158,Banks,IT,advert,no,bus,m,m,white
27.754310412314815,5.6067766403003905,4.025975567086936,5.68396290120996,6.938912801560866,8.231261232015093,62.011091662031795,Telecom,Commercial,KA,no,car,f,m,white
40.09190137523797,6.348044522683267,3.060000412520316,4.010087224636147,8.364055723621973,6.676252507801813,96.99923694525405,Banks,HR,advert,no,bus,m,m,white
27.84874570696855,5.7203503070877115,4.329104072860294,6.240824414928205,4.306280340527898,6.985815533211406,26.324509376336803,transport,HR,youjs,no,car,f,f,white
32.500785153504665,6.832225123324751,6.647788329942251,7.383791246708352,7.709774970649377,6.232921050888757,32.88693397101954,Building,PR,rabrecNErab,no,foot,m,m,white
40.459040715060155,4.278227575873691,5.771818378027892,5.979783911294703,3.282477415971292,4.26599429621057,0.30939039929819606,PowerGeneration,HR,rabrecNErab,yes,bus,f,m,white
40.132873491933104,6.379434404706791,5.087925443333089,6.652313737968357,6.561161282476359,6.650179899012328,47.2311980140176,Banks,HR,rabrecNErab,no,bus,m,m,white
27.280593435696883,5.711333507405591,5.7115425793021375,4.254493561640497,7.962421605632969,8.696355000384697,57.33544312249362, HoReCa,HR,youjs,no,bus,f,f,white
30.95616412380775,4.587189139226899,7.30829258172111,4.9064002561406985,6.516938307549464,5.626537553828908,0.6221911696884866,Banks,HR,rabrecNErab,yes,bus,m,m,white
30.974366385182208,4.28831197716142,4.419607984710045,3.917381963567145,6.757316752042221,5.771270767160629,11.440587179555006,Retail,Teaching,empjs,no,bus,f,m,white
36.83384593748296,6.177033796285727,4.408154798347502,6.219261319724621,6.195567550323014,4.928666691467648,96.50155255486689,Building,HR,KA,no,bus,m,m,white
43.14775462454125,4.421200843174024,6.056843613708891,1.1622083314732379,6.552787408942731,4.152754932018961,24.924494424117135,Banks,HR,empjs,no,bus,m,f,white
20.04631033041325,5.739010475097401,8.33889309105195,6.8710630892059,3.741609544768033,6.6004835590060615,50.71402897870504,manufacture,HR,referal,yes,bus,m,m,white
36.512714225590855,4.675961724411808,5.184196827160669,3.2438593298270404,3.138904862657381,5.2027144403096575,43.89105601671362,Retail,HR,rabrecNErab,no,bus,m,m,white
22.496848230450965,3.405227557310126,2.2749130925479086,5.6565201541649826,5.162003042551882,6.670846731688644,12.992072337313001,etc,HR,rabrecNErab,yes,bus,f,f,white
